
 0.99998  0.00021
 0.98649  0.00227
 0.97321  0.00432
 0.96012  0.00634
 0.94722  0.00832
 0.93451  0.01028
 0.92199  0.01221
 0.90965  0.01411
 0.89748  0.01598
 0.88549  0.01779
 0.87367  0.01958
 0.86203  0.02133
 0.85054  0.02304
 0.83922  0.02474
 0.82806  0.02640
 0.81706  0.02802
 0.80621  0.02959
 0.79552  0.03109
 0.78498  0.03253
 0.77458  0.03392
 0.76433  0.03526
 0.75422  0.03656
 0.74425  0.03783
 0.73442  0.03905
 0.72472  0.04024
 0.71515  0.04139
 0.70571  0.04251
 0.69640  0.04358
 0.68721  0.04461
 0.67814  0.04561
 0.66919  0.04657
 0.66037  0.04750
 0.65166  0.04840
 0.64307  0.04925
 0.63458  0.05009
 0.62621  0.05089
 0.61795  0.05165
 0.60979  0.05239
 0.60174  0.05310
 0.59379  0.05378
 0.58593  0.05444
 0.57819  0.05506
 0.57054  0.05565
 0.56298  0.05622
 0.55553  0.05675
 0.54816  0.05728
 0.54089  0.05776
 0.53370  0.05823
 0.52661  0.05867
 0.51960  0.05908
 0.51268  0.05947
 0.50585  0.05984
 0.49910  0.06018
 0.49242  0.06051
 0.48584  0.06080
 0.47932  0.06108
 0.47290  0.06133
 0.46653  0.06156
 0.46025  0.06177
 0.45406  0.06196
 0.44792  0.06213
 0.44187  0.06228
 0.43587  0.06240
 0.42995  0.06250
 0.42411  0.06258
 0.41833  0.06266
 0.41262  0.06271
 0.40697  0.06273
 0.40139  0.06274
 0.39587  0.06273
 0.39042  0.06270
 0.38502  0.06265
 0.37970  0.06258
 0.37442  0.06250
 0.36921  0.06241
 0.36406  0.06230
 0.35896  0.06218
 0.35393  0.06206
 0.34894  0.06191
 0.34402  0.06175
 0.33914  0.06160
 0.33432  0.06142
 0.32954  0.06125
 0.32483  0.06106
 0.32016  0.06086
 0.31555  0.06066
 0.31098  0.06044
 0.30646  0.06021
 0.30199  0.05999
 0.29757  0.05976
 0.29320  0.05951
 0.28886  0.05927
 0.28458  0.05901
 0.28034  0.05875
 0.27615  0.05849
 0.27199  0.05822
 0.26788  0.05794
 0.26382  0.05766
 0.25979  0.05737
 0.25581  0.05708
 0.25187  0.05678
 0.24796  0.05648
 0.24410  0.05617
 0.24028  0.05587
 0.23649  0.05555
 0.23274  0.05523
 0.22903  0.05491
 0.22536  0.05459
 0.22172  0.05425
 0.21812  0.05392
 0.21455  0.05358
 0.21103  0.05324
 0.20753  0.05289
 0.20406  0.05254
 0.20064  0.05219
 0.19724  0.05183
 0.19389  0.05147
 0.19055  0.05111
 0.18726  0.05073
 0.18399  0.05037
 0.18076  0.04999
 0.17755  0.04962
 0.17439  0.04924
 0.17124  0.04886
 0.16813  0.04847
 0.16505  0.04809
 0.16200  0.04769
 0.15897  0.04730
 0.15597  0.04690
 0.15300  0.04651
 0.15006  0.04610
 0.14715  0.04570
 0.14426  0.04529
 0.14140  0.04489
 0.13856  0.04448
 0.13576  0.04406
 0.13297  0.04364
 0.13022  0.04322
 0.12749  0.04280
 0.12478  0.04238
 0.12210  0.04195
 0.11944  0.04152
 0.11680  0.04109
 0.11420  0.04066
 0.11161  0.04022
 0.10904  0.03978
 0.10650  0.03933
 0.10399  0.03888
 0.10149  0.03843
 0.09902  0.03799
 0.09656  0.03752
 0.09414  0.03706
 0.09172  0.03660
 0.08934  0.03613
 0.08697  0.03566
 0.08463  0.03519
 0.08230  0.03472
 0.08000  0.03424
 0.07771  0.03375
 0.07545  0.03326
 0.07321  0.03277
 0.07097  0.03228
 0.06877  0.03179
 0.06658  0.03129
 0.06442  0.03078
 0.06227  0.03028
 0.06013  0.02976
 0.05802  0.02925
 0.05592  0.02872
 0.05384  0.02820
 0.05178  0.02766
 0.04975  0.02712
 0.04773  0.02657
 0.04572  0.02602
 0.04372  0.02546
 0.04176  0.02489
 0.03980  0.02431
 0.03786  0.02372
 0.03595  0.02313
 0.03403  0.02251
 0.03215  0.02190
 0.03028  0.02127
 0.02842  0.02062
 0.02659  0.01996
 0.02476  0.01929
 0.02296  0.01859
 0.02117  0.01788
 0.01940  0.01715
 0.01764  0.01639
 0.01590  0.01560
 0.01418  0.01478
 0.01247  0.01392
 0.01079  0.01302
 0.00912  0.01204
 0.00748  0.01101
 0.00586  0.00987
 0.00426  0.00858
 0.00270  0.00705
 0.00120  0.00504
 0.00028  0.00295
 0.00000  0.00000
 0.00081 -0.00266
 0.00211 -0.00450
 0.00396 -0.00620
 0.00579 -0.00746
 0.00761 -0.00848
 0.00942 -0.00937
 0.01124 -0.01015
 0.01306 -0.01085
 0.01490 -0.01151
 0.01675 -0.01212
 0.01860 -0.01270
 0.02046 -0.01324
 0.02234 -0.01376
 0.02423 -0.01425
 0.02613 -0.01473
 0.02805 -0.01519
 0.02998 -0.01563
 0.03192 -0.01606
 0.03388 -0.01648
 0.03585 -0.01687
 0.03783 -0.01727
 0.03983 -0.01765
 0.04184 -0.01802
 0.04387 -0.01839
 0.04592 -0.01875
 0.04797 -0.01909
 0.05005 -0.01944
 0.05214 -0.01977
 0.05425 -0.02010
 0.05637 -0.02042
 0.05851 -0.02075
 0.06067 -0.02107
 0.06285 -0.02137
 0.06504 -0.02168
 0.06724 -0.02198
 0.06947 -0.02228
 0.07171 -0.02258
 0.07398 -0.02286
 0.07626 -0.02316
 0.07856 -0.02344
 0.08088 -0.02372
 0.08322 -0.02400
 0.08557 -0.02428
 0.08795 -0.02456
 0.09034 -0.02482
 0.09276 -0.02509
 0.09520 -0.02535
 0.09765 -0.02562
 0.10014 -0.02588
 0.10263 -0.02613
 0.10515 -0.02639
 0.10769 -0.02663
 0.11025 -0.02688
 0.11283 -0.02713
 0.11544 -0.02737
 0.11807 -0.02761
 0.12072 -0.02785
 0.12340 -0.02809
 0.12610 -0.02832
 0.12882 -0.02855
 0.13156 -0.02878
 0.13433 -0.02901
 0.13713 -0.02923
 0.13994 -0.02945
 0.14279 -0.02967
 0.14565 -0.02989
 0.14855 -0.03010
 0.15147 -0.03032
 0.15441 -0.03053
 0.15738 -0.03074
 0.16038 -0.03094
 0.16341 -0.03116
 0.16647 -0.03136
 0.16955 -0.03156
 0.17266 -0.03176
 0.17579 -0.03196
 0.17896 -0.03215
 0.18216 -0.03234
 0.18538 -0.03253
 0.18864 -0.03272
 0.19192 -0.03290
 0.19524 -0.03309
 0.19859 -0.03327
 0.20198 -0.03344
 0.20538 -0.03362
 0.20883 -0.03379
 0.21231 -0.03395
 0.21582 -0.03412
 0.21937 -0.03428
 0.22294 -0.03444
 0.22656 -0.03460
 0.23020 -0.03475
 0.23389 -0.03490
 0.23760 -0.03505
 0.24135 -0.03519
 0.24515 -0.03533
 0.24898 -0.03547
 0.25284 -0.03560
 0.25674 -0.03573
 0.26070 -0.03586
 0.26468 -0.03598
 0.26870 -0.03610
 0.27276 -0.03623
 0.27686 -0.03634
 0.28101 -0.03645
 0.28520 -0.03655
 0.28943 -0.03665
 0.29370 -0.03673
 0.29802 -0.03682
 0.30239 -0.03691
 0.30678 -0.03699
 0.31124 -0.03706
 0.31574 -0.03713
 0.32028 -0.03719
 0.32488 -0.03725
 0.32951 -0.03730
 0.33421 -0.03734
 0.33894 -0.03738
 0.34373 -0.03741
 0.34858 -0.03743
 0.35347 -0.03745
 0.35841 -0.03746
 0.36341 -0.03746
 0.36846 -0.03746
 0.37357 -0.03743
 0.37872 -0.03740
 0.38394 -0.03737
 0.38921 -0.03731
 0.39454 -0.03725
 0.39993 -0.03717
 0.40538 -0.03707
 0.41089 -0.03696
 0.41646 -0.03683
 0.42209 -0.03669
 0.42778 -0.03653
 0.43354 -0.03637
 0.43936 -0.03618
 0.44525 -0.03598
 0.45121 -0.03577
 0.45723 -0.03554
 0.46332 -0.03529
 0.46948 -0.03502
 0.47571 -0.03474
 0.48202 -0.03445
 0.48839 -0.03413
 0.49485 -0.03381
 0.50138 -0.03347
 0.50798 -0.03311
 0.51467 -0.03274
 0.52143 -0.03236
 0.52828 -0.03196
 0.53521 -0.03154
 0.54221 -0.03110
 0.54931 -0.03066
 0.55650 -0.03019
 0.56377 -0.02970
 0.57112 -0.02921
 0.57857 -0.02869
 0.58612 -0.02817
 0.59375 -0.02762
 0.60149 -0.02706
 0.60932 -0.02649
 0.61725 -0.02589
 0.62528 -0.02529
 0.63341 -0.02467
 0.64164 -0.02404
 0.64999 -0.02339
 0.65844 -0.02272
 0.66700 -0.02205
 0.67566 -0.02135
 0.68446 -0.02064
 0.69336 -0.01993
 0.70238 -0.01920
 0.71152 -0.01846
 0.72078 -0.01771
 0.73017 -0.01695
 0.73968 -0.01619
 0.74932 -0.01543
 0.75910 -0.01466
 0.76901 -0.01388
 0.77906 -0.01313
 0.78926 -0.01238
 0.79959 -0.01164
 0.81007 -0.01097
 0.82071 -0.01029
 0.83150 -0.00964
 0.84244 -0.00899
 0.85353 -0.00834
 0.86479 -0.00768
 0.87621 -0.00702
 0.88780 -0.00636
 0.89954 -0.00570
 0.91147 -0.00504
 0.92357 -0.00438
 0.93584 -0.00370
 0.94830 -0.00303
 0.96094 -0.00235
 0.97378 -0.00164
 0.98680 -0.00094
 1.00000  0.00000
